text,label
I've been experiencing vomiting several times in the last few hours. I'm worried it needs attention today,urgent_care
I've been experiencing occasional mild heartburn after meals. it's manageable but I'd like it checked out,routine_care
"crushing chest pain radiating to my left arm, it's not stopping",emergency
For the past little while I've had a severe allergic reaction with throat swelling and trouble breathing. it started suddenly and is severe,emergency
"My symptom is a mild headache, it's pretty minor",self_care
I have a runny nose. resting seems to help,self_care
I'm dealing with mild ear discomfort that comes and goes and wanted advice.,routine_care
I have recurring mild migraines a few times a month. it's not getting worse but it's not going away either,routine_care
I've been experiencing a small paper cut on my finger. over-the-counter medicine seems to help,self_care
"a persistent cough that has lasted over a week, nothing I do seems to fully fix it",routine_care
I'm dealing with a small lump I noticed that isn't painful and wanted advice. it's not getting worse but it's not going away either,routine_care
"an itchy mosquito bite, resting seems to help",self_care
"My symptom is a head injury with vomiting and extreme drowsiness,",emergency
I've been experiencing occasional hiccups.,self_care
I've been experiencing a small paper cut on my finger.,self_care
I have a wart that hasn't gone away. nothing I do seems to fully fix it,routine_care
I've been experiencing mild joint pain that's been around for a couple weeks.,routine_care
I've been experiencing intermittent mild lower back pain. it's not urgent but I want a doctor's opinion,routine_care
For the past little while I've had mild muscle soreness after exercise. it's been going on for a day,self_care
I'm dealing with mild fatigue after a long day and wanted advice. it's been going on for a day,self_care
"My symptom is coughing up blood, this feels life-threatening",emergency
For the past little while I've had a small bruise on my leg. it's pretty minor,self_care
For the past little while I've had mild joint pain that's been around for a couple weeks. it's manageable but I'd like it checked out,routine_care
"a head injury with vomiting and extreme drowsiness, it started suddenly and is severe",emergency
